,Title,State,District,Date.of.Challenge.Removal,Month,Year,school_district,County_Merge,County.FIPS,county_state,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,code,Trends_DMA
6145,The Music of What Happens,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6146,The Music of What Happens,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6147,The Music of What Happens,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6148,The Music of What Happens,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6149,The Music of What Happens,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6150,The Music of What Happens,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6151,The Nowhere Girls,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6152,The Nowhere Girls,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6153,The Nowhere Girls,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6154,The Nowhere Girls,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6155,The Nowhere Girls,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6156,The Nowhere Girls,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6157,The Only Black Girls in Town,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6158,The Only Black Girls in Town,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6159,The Only Black Girls in Town,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6160,The Only Black Girls in Town,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6161,The Only Black Girls in Town,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6162,The Only Black Girls in Town,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6163,The Other Talk: Reckoning with Our White Privilege,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6164,The Other Talk: Reckoning with Our White Privilege,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6165,The Other Talk: Reckoning with Our White Privilege,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6166,The Other Talk: Reckoning with Our White Privilege,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6167,The Other Talk: Reckoning with Our White Privilege,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6168,The Other Talk: Reckoning with Our White Privilege,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6169,The Perks of Being a Wallflower,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6170,The Perks of Being a Wallflower,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6171,The Perks of Being a Wallflower,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6172,The Perks of Being a Wallflower,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6173,The Perks of Being a Wallflower,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6174,The Perks of Being a Wallflower,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6175,The Poet X,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6176,The Poet X,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6177,The Poet X,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6178,The Poet X,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
